policy,budget,context_tokens,repeat,decode_ms,decode_tokens_per_sec,cache_tokens,cache_mib,allocated_above_model_mib,reserved_mib,peak_above_model_mib,model,attention_backend,gpu_name,torch_version,timestamp
sink_window,512,120000,15,34.77894503157586,28.75302856633801,512,14.0,14.29052734375,3166.0,17.5634765625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,512,120000,16,34.33696099091321,29.12313644368923,512,14.0,14.29052734375,3166.0,17.5634765625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,512,120000,17,34.266947011929005,29.182640626020174,512,14.0,14.29052734375,3166.0,17.5634765625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,512,120000,18,33.9831979945302,29.426306498904427,512,14.0,14.29052734375,3166.0,17.5634765625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,512,120000,19,33.96184602752328,29.444806951588625,512,14.0,14.29052734375,3166.0,17.5634765625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,2048,512,0,33.84186601033434,29.549198016877334,516,14.109375,14.39990234375,3164.0,17.6455078125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,2048,512,1,33.98669901071116,29.42327525497085,517,14.13671875,14.42724609375,3164.0,17.6728515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,2048,512,2,33.79761497490108,29.58788662284673,518,14.1640625,14.45458984375,3164.0,17.7001953125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,2048,512,3,34.033407049719244,29.3828942409176,519,14.19140625,14.48193359375,3164.0,17.7275390625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,2048,512,4,34.28542200708762,29.166915308590223,520,14.21875,14.50927734375,3164.0,17.7548828125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:06+00:00
sink_window,2048,512,5,33.59433001605794,29.766927916764658,521,14.24609375,14.53662109375,3164.0,17.7822265625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,6,34.47412000969052,29.0072668923501,522,14.2734375,14.56396484375,3164.0,17.8095703125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,7,33.80656900117174,29.580049959087535,523,14.30078125,14.59130859375,3164.0,17.8369140625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,8,33.600482041947544,29.761477789264426,524,14.328125,14.61865234375,3164.0,17.8642578125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,9,33.95922499476001,29.44707955362063,525,14.35546875,14.64599609375,3166.0,17.8916015625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,10,33.81812700536102,29.56994040035023,526,14.3828125,14.67333984375,3166.0,17.9189453125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,11,34.21779104974121,29.22456328482265,527,14.41015625,14.70068359375,3166.0,17.9462890625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,12,33.89472101116553,29.503119369844704,528,14.4375,14.72802734375,3166.0,17.9736328125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,13,33.85910904034972,29.534149844530916,529,14.46484375,14.75537109375,3166.0,18.0009765625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,14,33.75156602123752,29.628254859960254,530,14.4921875,14.78271484375,3166.0,18.0283203125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,15,34.67985603492707,28.835183138963192,531,14.51953125,14.81005859375,3166.0,18.0556640625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,16,34.04150198912248,29.375907100677786,532,14.546875,14.83740234375,3166.0,18.0830078125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,17,33.66659698076546,29.703031778689247,533,14.57421875,14.86474609375,3166.0,18.1103515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,18,34.382488986011595,29.08457268485847,534,14.6015625,14.89208984375,3166.0,18.1376953125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,512,19,34.67472200281918,28.8394525533239,535,14.62890625,14.91943359375,3166.0,18.1650390625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,0,34.52172101242468,28.96726961092383,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,1,34.84913497231901,28.69511684563503,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,2,34.979660995304585,28.588041494576885,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,3,34.703584969975054,28.815466784344697,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,4,34.79643102036789,28.73857952313143,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,5,34.89362698746845,28.658528400018024,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,6,34.58685299847275,28.912720103333974,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,7,34.69714097445831,28.820818428127335,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,8,34.84629996819422,28.697451405536455,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:07+00:00
sink_window,2048,4096,9,34.83654197771102,28.705489788275084,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,10,34.35857099248096,29.104819295856053,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,11,34.67767097754404,28.837000058266963,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,12,34.52984301839024,28.96045601676817,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,13,34.48752599069849,28.99599119605467,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,14,34.55957805272192,28.935538462722633,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,15,35.13177396962419,28.4642614649811,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,16,34.4851539703086,28.997985650897505,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,17,34.65118998428807,28.859037754646558,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,18,35.017882008105516,28.556838468087022,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,4096,19,34.63464800734073,28.872821221917786,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,0,34.688382991589606,28.828094991987825,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,1,34.6001330181025,28.901622993091053,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,2,34.383181016892195,29.083987299159656,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,3,34.515912004280835,28.97214478574331,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,4,34.82884098775685,28.7118368466962,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,5,34.914879011921585,28.64108449748753,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,6,34.764002019073814,28.765387812695856,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,7,34.47581798536703,29.005838249419973,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,8,34.47147796396166,29.009490136902567,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,9,34.37895199749619,29.08756497501232,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,10,34.82902701944113,28.711683488654806,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,11,34.94162001879886,28.61916532381705,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:08+00:00
sink_window,2048,16384,12,34.66258000116795,28.84955476384923,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,16384,13,34.323867002967745,29.134246438885718,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,16384,14,34.7591940080747,28.76936673985294,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,16384,15,34.915082971565425,28.640917187978395,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,16384,16,34.400926961097866,29.068984133213778,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,16384,17,34.67587899649516,28.83849029756605,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,16384,18,34.58003205014393,28.91842316831623,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,16384,19,34.76700995815918,28.76289911624449,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,0,34.584970970172435,28.91429346181736,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,1,34.759403963107616,28.769192966063635,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,2,36.253889033105224,27.58324766446023,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,3,34.89879402332008,28.654285283662805,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,4,34.93947797687724,28.620919885002134,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,5,34.371693967841566,29.093707192191577,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,6,34.698290983214974,28.819863217002304,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,7,34.4210879993625,29.051957916569073,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,8,35.07933497894555,28.506811791050062,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,9,35.65678303129971,28.045154806091027,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,10,35.6472969870083,28.052617856676513,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,11,34.94811902055517,28.613843263262254,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,12,35.07871902547777,28.507312347229593,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,13,35.05317500093952,28.52808625675698,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,14,34.87606003182009,28.672963605625856,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:09+00:00
sink_window,2048,65536,15,35.21997103234753,28.392981898865198,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,65536,16,34.459382004570216,29.019673070961453,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,65536,17,34.64858699589968,28.861205800927475,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,65536,18,34.99722294509411,28.573695734912004,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,65536,19,34.586912021040916,28.912670763774774,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,0,35.17139400355518,28.43219691260797,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,1,35.09517898783088,28.493942155039193,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,2,34.93119799531996,28.627704098038055,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,3,34.4251380302012,29.04854002684606,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,4,36.00077598821372,27.777179034346084,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,5,35.609146987553686,28.08267213897389,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,6,34.982849028892815,28.585436228309657,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,7,35.195304022636265,28.412881427500626,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,8,34.44430901436135,29.032372215191074,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,9,34.22489302465692,29.218498923563086,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,10,34.93652900215238,28.62333576235898,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,11,37.22696396289393,26.862249658520433,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,12,35.65085702575743,28.049816566191065,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,13,34.95528799248859,28.607974856762333,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,14,34.90336402319372,28.650533494006126,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,15,35.13133601518348,28.464616306302958,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,16,34.49057094985619,28.99343131935511,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,17,34.69853202113882,28.81966301602576,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,18,34.768692043144256,28.761507587317524,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:10+00:00
sink_window,2048,120000,19,34.46779999649152,29.012585662612352,2048,56.0,56.29052734375,3232.0,110.0478515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,0,33.92349497880787,29.478094772508072,516,14.109375,14.39990234375,3164.0,17.6455078125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,1,34.00860703550279,29.404321057785886,517,14.13671875,14.42724609375,3164.0,17.6728515625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,2,33.64049503579736,29.726078612573474,518,14.1640625,14.45458984375,3164.0,17.7001953125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,3,33.58378098346293,29.776278034102603,519,14.19140625,14.48193359375,3164.0,17.7275390625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,4,34.02930503943935,29.38643615674837,520,14.21875,14.50927734375,3164.0,17.7548828125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,5,33.930709993001074,29.471826560843294,521,14.24609375,14.53662109375,3164.0,17.7822265625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,6,33.77381101017818,29.60874032541477,522,14.2734375,14.56396484375,3164.0,17.8095703125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,7,34.43222201894969,29.04256366172513,523,14.30078125,14.59130859375,3164.0,17.8369140625,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
sink_window,4096,512,8,34.125531965401024,29.30357249855837,524,14.328125,14.61865234375,3164.0,17.8642578125,Qwen/Qwen2.5-1.5B,sdpa,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-03T06:32:11+00:00
