engine,model,dtype,batch_size,prompt_tokens,new_tokens,prefill_seconds,decode_seconds,decode_tokens_per_sec,idle_watts,mean_watts_decode,prefill_joules,decode_joules,total_joules,joules_per_token_gross,joules_per_token_net,energy_method,integrated_total_joules,counter_total_joules,energy_counter_supported,power_samples,power_update_interval_ms,device_used_mib,oom,note,gpu_name,driver_version,torch_version,timestamp
hf,Qwen/Qwen2.5-1.5B,float16,1,512,511,0.08819196512922645,8.583470705896616,59.533027781985275,37.671325382698605,115.15889479542956,9.34,988.463,997.803,1.9343698630136985,1.301589593200209,counter,928.5241807553373,997.803,True,970,502.78984382748604,3895.0625,False,weights_vram_mib=2945,NVIDIA GeForce RTX 3060,595.71.05,2.11.0+cu128,2026-09-01T08:13:23+00:00
hf,Qwen/Qwen2.5-1.5B,float16,1,512,511,0.08362822933122516,8.855289950966835,57.70562035003814,37.671325382698605,116.22871816722682,11.109,1029.239,1040.348,2.0141663405088064,1.3613473403111296,counter,1037.391614628895,1040.348,True,1415,502.76452396064997,3895.0625,False,weights_vram_mib=2945,NVIDIA GeForce RTX 3060,595.71.05,2.11.0+cu128,2026-09-01T08:13:32+00:00
hf,Qwen/Qwen2.5-1.5B,float16,1,512,511,0.08412630716338754,8.44457275280729,60.51223844689178,37.671325382698605,118.59735587772192,11.115,1001.504,1012.619,1.9598904109589042,1.3373498084366453,counter,1017.7369482406871,1012.619,True,1839,502.7494649402797,3895.0625,False,weights_vram_mib=2945,NVIDIA GeForce RTX 3060,595.71.05,2.11.0+cu128,2026-09-01T08:13:41+00:00
hf,Qwen/Qwen2.5-1.5B,nf4,1,512,511,0.11058401921764016,18.96247712895274,26.947956035753514,39.31115973446814,63.63071616617622,4.065,1206.596,1210.661,2.3612446183953035,0.9024638603180821,counter,1183.3458481451387,1210.661,True,1488,502.1789879538119,1931.0625,False,weights_vram_mib=1099,NVIDIA GeForce RTX 3060,595.71.05,2.11.0+cu128,2026-09-01T08:14:20+00:00
hf,Qwen/Qwen2.5-1.5B,nf4,1,512,511,0.09858117438852787,19.09978443896398,26.75422864760446,39.31115973446814,63.51291575444611,7.698,1213.083,1220.781,2.373939334637965,0.904595544082149,counter,1223.4506797358413,1220.781,True,2443,502.1713590249419,1931.0625,False,weights_vram_mib=1099,NVIDIA GeForce RTX 3060,595.71.05,2.11.0+cu128,2026-09-01T08:14:39+00:00
hf,Qwen/Qwen2.5-1.5B,nf4,1,512,511,0.0982625987380743,19.067642141133547,26.799328213615283,39.31115973446814,63.76226231859219,6.772,1215.796,1222.568,2.3792485322896284,0.9123774442861509,counter,1224.5352590063599,1222.568,True,3396,502.6433039456606,1931.0625,False,weights_vram_mib=1099,NVIDIA GeForce RTX 3060,595.71.05,2.11.0+cu128,2026-09-01T08:14:58+00:00
