server_config,arrival_pattern,target_rate_rps,repeat,request_count,success_count,error_count,mean_prompt_tokens,mean_output_tokens,arrival_window_s,run_wall_s,realized_submit_rate_rps,achieved_request_rate_rps,output_throughput_tok_s,ttft_p50_ms,ttft_p95_ms,tpot_p50_ms,tpot_p95_ms,e2e_p50_ms,e2e_p95_ms,slo_ttft_ms,slo_tpot_ms,slo_pass_count,slo_attainment_pct,goodput_request_rps,goodput_output_tok_s,client_lag_p95_ms,queue_mean,queue_p95,queue_max,running_max,kv_usage_max,preemptions,max_num_seqs,gpu_mem_util,chunked_prefill,model,gpu_name,vllm_version,torch_version,timestamp
seq16,poisson,4.0,0,48,48,0,1493.3333333333333,100.0,11.75,17.03326385654509,4.000059316378434,2.818015408218774,281.8015408218774,913.3764496073127,2462.778019160032,42.25204088871233,63.61667015606463,4038.020998239517,10320.014205202457,1000.0,100.0,28,58.333333333333336,1.6438423214609514,176.5956322483765,1.1634374968707561,1.8205128205128205,7.0,9.0,16.0,0.1266336983398093,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:46:27+00:00
seq16,poisson,4.0,1,48,48,0,1032.0,90.0,11.75,13.636445006355643,4.000265178986563,3.5199789958180645,316.7981096236258,321.5856747701764,1317.3554490320385,26.19907356765865,44.495522847930346,2267.7880078554153,6600.301928352563,1000.0,100.0,40,83.33333333333333,2.9333158298483872,253.43848769890064,1.4113736338913436,0.704,4.0,6.0,16.0,0.08418697751089133,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:46:42+00:00
seq16,poisson,6.0,0,48,48,0,1493.3333333333333,100.0,7.833333333333333,16.46649326570332,6.000489698144821,2.9150104533777803,291.501045337778,2352.629450149834,5565.423089638352,46.267584596914574,62.38812269529454,6297.5510712713,11104.043960478155,1000.0,100.0,15,31.25,0.9109407666805563,101.05369571709637,1.5924285165965553,6.112582781456954,17.0,18.0,16.0,0.1266925703520546,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:47:00+00:00
seq16,poisson,6.0,1,48,48,0,1032.0,90.0,7.833333333333333,12.834636371582747,6.000346520993006,3.739880009867449,336.5892008880704,1405.884949490428,3000.2377399243414,32.191195145642304,79.70477766207148,4027.19658985734,7761.384756769984,1000.0,100.0,19,39.583333333333336,1.480369170572532,114.6896536359351,1.1151601560413837,4.461538461538462,11.0,13.0,16.0,0.08665960202519718,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:47:13+00:00
seq16,bursty,0.5,0,48,48,0,1493.3333333333333,100.0,94.0,98.59609766118228,0.499989673649118,0.48683468350794384,48.683468350794385,1234.1296318918467,1710.5237137526274,17.489856906506695,44.611716273451044,2540.8587409183383,4798.878882266581,1000.0,100.0,17,35.416666666666664,0.17242061707573011,21.420726074349528,4.597471002489328,0.13067552602436322,0.0,5.0,8.0,0.05086541858000704,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:48:53+00:00
seq16,bursty,0.5,1,48,48,0,1032.0,90.0,94.0,96.39354730024934,0.4999817282377173,0.4979586429212761,44.81627786291485,832.9153461381793,1466.1395572125912,13.069784472836204,28.085890631642073,2039.6493030712008,4058.854743372649,1000.0,100.0,29,60.416666666666664,0.30085001343160434,26.557794289134726,3.9668955840170383,0.06787330316742081,0.0,5.0,8.0,0.048981514188154995,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:50:31+00:00
seq16,bursty,1.0,0,48,48,0,1493.3333333333333,100.0,47.0,51.55718510784209,0.9999106184601397,0.9310050558345742,93.10050558345742,1141.989997588098,1686.5846843458712,17.829053084252067,37.47817133331582,2515.78448433429,4772.2307859919965,1000.0,100.0,19,39.583333333333336,0.3685228346011856,42.20556253116737,4.018996562808751,0.23044397463002114,2.3999999999999773,5.0,8.0,0.05086541858000704,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:51:23+00:00
seq16,bursty,1.0,1,48,48,0,1032.0,90.0,47.0,49.38465095683932,0.9999681243014699,0.9719619167087064,87.47657250378357,823.8991983234882,1467.5821408629417,13.686738697992219,27.276799177223527,2029.040053486824,4063.7466131709516,1000.0,100.0,29,60.416666666666664,0.5872269913448435,50.54201966885273,3.5258658230304714,0.1456953642384106,0.0,5.0,8.0,0.048981514188154995,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:52:14+00:00
seq16,bursty,2.0,0,48,48,0,1493.3333333333333,100.0,23.5,28.111970350146294,1.9997394652639489,1.7074576915861825,170.74576915861826,1218.1940246373415,1773.8123547285793,17.42760240553803,44.35496989697698,2527.691653929651,6216.008077468723,1000.0,100.0,13,27.083333333333332,0.46243645813792444,50.085425619861354,3.693978674709797,0.5447470817120622,5.0,5.0,9.0,0.05086541858000704,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:52:43+00:00
seq16,bursty,2.0,1,48,48,0,1032.0,90.0,23.5,25.89478699490428,1.999849414813996,1.8536549464355783,166.82894517920204,664.3427340313792,1724.0208347328007,13.505215726552471,31.32470576092601,2060.669654980302,4070.403736270964,1000.0,100.0,30,62.5,1.1585343415222364,92.6827473217789,3.614186868071556,0.2033898305084746,2.0,4.0,9.0,0.04992346638408096,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:53:10+00:00
seq16,bursty,3.0,0,48,48,0,1493.3333333333333,100.0,15.666666666666666,20.358034159988165,2.9996071183005846,2.3577915049548137,235.77915049548136,1239.7133400663733,1711.4059971645474,20.055266348497263,36.71446503805262,2547.798667103052,6551.408848632126,1000.0,100.0,12,25.0,0.5894478762387034,75.44932815855404,3.727262187749147,0.8924731182795699,6.0,6.0,12.0,0.09184033910279055,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:53:31+00:00
seq16,bursty,3.0,1,48,48,0,1032.0,90.0,15.666666666666666,18.08179255388677,2.999703220583006,2.654604064113221,238.91436577018987,618.1960161775351,1719.0496902912855,14.20886379567036,26.694085263049615,2087.5213742256165,5204.113225731999,1000.0,100.0,28,58.333333333333336,1.548519037399379,152.19729967582467,3.455723449587822,0.44242424242424244,4.0,5.0,10.0,0.057459083951489465,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:53:50+00:00
seq16,bursty,4.0,0,48,48,0,1493.3333333333333,100.0,11.75,16.737439582124352,3.9989705795381174,2.867822151917679,286.78221519176793,1285.1213291287422,2096.879298146814,40.3079040562447,57.01682507415734,3924.4831735268235,10179.802840296175,1000.0,100.0,14,29.166666666666668,0.8364481276426564,89.85842742675395,3.6874946206808086,1.4967320261437909,5.0,6.0,16.0,0.1389968209113388,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:54:08+00:00
seq16,bursty,4.0,1,48,48,0,1032.0,90.0,11.75,14.555840512737632,3.999197302400365,3.297645364965067,296.78808284685607,753.9906734600663,1713.119049090892,17.750642277182095,31.36701906115175,2070.9459222853184,5922.8905968368035,1000.0,100.0,28,58.333333333333336,1.9236264628962894,164.88226824825335,3.4475473687052722,0.5864661654135338,5.0,5.0,15.0,0.07317791122100559,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:54:24+00:00
seq16,bursty,6.0,0,48,48,0,1493.3333333333333,100.0,7.833333333333333,16.0409690272063,5.997194391724038,2.9923379266295913,299.23379266295916,1930.352183058858,4754.394500236958,42.803201297247554,55.807066363980155,5371.158480644226,11594.636733829973,1000.0,100.0,8,16.666666666666668,0.49872298777159857,59.84675853259183,6.080312095582483,5.761904761904762,14.0,14.0,16.0,0.1244554338867302,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:54:41+00:00
seq16,bursty,6.0,1,48,48,0,1032.0,90.0,7.833333333333333,12.606567723676562,5.99867192525852,3.807539137702847,342.67852239325623,985.4433117434382,2005.6404069066048,30.615525750468414,46.332113808321374,2946.344358846545,6790.667287819087,1000.0,100.0,24,50.0,1.9037695688514236,182.76187860973664,3.154762089252472,2.1043478260869564,7.0,8.0,16.0,0.080242552690451,0.0,16,0.9,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:54:55+00:00
memory50,poisson,0.5,0,48,48,0,1493.3333333333333,100.0,94.0,94.3662516195327,0.5000068278766329,0.5086564229924818,50.86564229924818,253.90856806188822,642.4161802046,11.9151011065873,16.214982532893657,1267.0115306973457,3663.508382439613,1000.0,100.0,48,100.0,0.5086564229924818,50.86564229924818,1.1584059335291383,0.0,0.0,0.0,4.0,0.09832007073386384,0.0,64,0.5,True,Qwen/Qwen2.5-1.5B,NVIDIA GeForce RTX 3060,0.10.2,2.8.0+cu128,2026-09-03T09:57:20+00:00
